Breed,Sterilized,Dewormed,Vaccinated,Health Status,Fur Length,Maturity Size,Gender,Type,Adopted,Age Bins,Videos,Photos,AdoptionSpeed,Primary Color,Secondary Color,Tertiary Color
Domestic Short Hair,No,Not Sure,No,Healthy,Small,Medium,Mixed,Cat,No,"[12,24]",0,5,4,Black,Gray,White
Siamese,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[12,24]",0,2,2,Cream,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,No,"[0,2]",0,0,4,Black,Cream,White
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,3,1,Yellow,Cream,
Mixed Breed,Yes,Yes,Yes,Healthy,Long,Medium,Male,Dog,No,"[24,60]",0,2,4,Black,Brown,White
Domestic Medium Hair,No,No,No,Healthy,Medium,Large,Male,Cat,Yes,"[6,12]",0,4,1,Black,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[24,60]",0,3,4,Brown,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,3,1,Black,White,
Miniature Pinscher,No,Yes,Yes,Healthy,Small,Small,Female,Dog,Yes,"[12,24]",0,1,3,Brown,,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Medium,Small,Male,Dog,Yes,"[60,255]",0,2,2,Black,Brown,Golden
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,19,3,Black,Brown,Yellow
Domestic Long Hair,No,Yes,Yes,Healthy,Long,Large,Female,Cat,Yes,"[12,24]",0,4,3,White,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,9,2,Brown,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[24,60]",0,1,3,Black,Brown,
Dalmatian,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[24,60]",0,1,4,Black,Brown,Cream
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[3,6]",0,6,2,Black,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,1,2,Brown,Cream,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,5,2,Golden,,
Burmese,Yes,Yes,Yes,Healthy,Long,Medium,Male,Cat,Yes,"[60,255]",0,1,2,Brown,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,3,3,Black,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Male,Dog,Yes,"[3,6]",1,2,2,Brown,White,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,4,1,Brown,,
Mixed Breed,No,No,No,Healthy,Medium,Small,Female,Dog,Yes,"[0,2]",0,4,2,Black,Brown,Cream
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,5,2,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,3,1,Cream,White,
Tabby,No,No,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[0,2]",0,6,3,Black,Golden,
Tabby,No,No,No,Minor Injury,Medium,Small,Female,Cat,Yes,"[0,2]",0,3,3,Golden,Yellow,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,Yes,"[12,24]",0,4,3,Black,Yellow,White
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",1,1,4,Brown,Golden,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,5,3,Brown,,
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Small,Mixed,Cat,No,"[24,60]",0,5,4,Black,Brown,Yellow
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,6,2,Black,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,2,1,White,,
Domestic Medium Hair,No,Not Sure,Not Sure,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,2,2,Black,Gray,White
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,4,1,Black,Brown,
Domestic Short Hair,Yes,Not Sure,Not Sure,Healthy,Small,Medium,Female,Cat,No,"[12,24]",0,2,4,Brown,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,5,2,Brown,White,
German Shepherd Dog,Yes,Not Sure,Yes,Healthy,Long,Large,Male,Dog,No,"[12,24]",0,0,4,Brown,,
Mixed Breed,Not Sure,Not Sure,No,Healthy,Small,Small,Female,Dog,Yes,"[3,6]",1,4,3,Black,Yellow,White
Mixed Breed,No,Yes,Yes,Healthy,Small,Large,Male,Dog,Yes,"[6,12]",0,3,3,Black,Brown,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,4,3,Brown,White,
Persian,Yes,Yes,Yes,Healthy,Long,Medium,Female,Cat,Yes,"[12,24]",0,5,1,Brown,Golden,White
Mixed Breed,No,No,No,Healthy,Medium,Medium,Mixed,Dog,No,"[0,2]",0,11,4,Black,Brown,Cream
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,4,3,Black,Cream,White
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[12,24]",0,6,3,Black,Brown,White
Domestic Long Hair,Yes,Yes,Yes,Healthy,Long,Large,Female,Cat,Yes,"[0,2]",0,3,3,Black,Gray,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,No,"[0,2]",0,1,4,Black,White,
Tabby,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[6,12]",0,4,1,Gray,,
German Shepherd Dog,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,4,1,Brown,,
Tabby,Yes,Yes,Yes,Healthy,Medium,xtra Large,Male,Cat,No,"[60,255]",0,4,4,Black,Brown,Cream
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Large,Female,Dog,No,"[24,60]",0,1,4,Cream,,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,No,"[0,2]",0,3,4,Black,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[6,12]",0,2,3,Black,Brown,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,7,1,Black,Brown,
Domestic Medium Hair,Not Sure,No,No,Healthy,Medium,Medium,Mixed,Cat,No,"[6,12]",0,2,4,Brown,Cream,White
Mixed Breed,Not Sure,No,No,Healthy,Small,Small,Male,Dog,Yes,"[0,2]",0,5,3,Black,Brown,Golden
Domestic Short Hair,No,Yes,Yes,Healthy,Medium,Medium,Female,Cat,No,"[3,6]",0,5,4,Black,Cream,White
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Male,Dog,Yes,"[0,2]",0,1,2,Brown,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,1,2,Black,,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,No,"[3,6]",0,2,4,White,,
Miniature Pinscher,Yes,Yes,Yes,Healthy,Small,Small,Male,Dog,Yes,"[6,12]",0,3,2,Brown,,
Domestic Medium Hair,Yes,No,No,Healthy,Medium,Small,Female,Cat,No,"[6,12]",0,6,4,Black,,
German Shepherd Dog,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,5,2,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,4,1,White,,
Mixed Breed,Yes,Not Sure,Not Sure,Healthy,Medium,Large,Female,Dog,Yes,"[6,12]",1,1,2,Brown,,
Chihuahua,Yes,Yes,Yes,Healthy,Long,Small,Male,Dog,Yes,"[60,255]",0,2,2,White,,
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Female,Cat,Yes,"[6,12]",0,2,3,Black,,
Mixed Breed,No,No,Yes,Healthy,Small,Medium,Male,Dog,No,"[3,6]",0,4,4,Golden,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[6,12]",0,12,3,Brown,,
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[6,12]",0,5,1,Black,Yellow,White
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Large,Male,Dog,No,"[24,60]",1,2,4,Brown,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,1,4,Brown,,
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[0,2]",0,8,1,Black,Gray,White
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,13,2,Black,Brown,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,1,2,Brown,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Small,Female,Dog,No,"[0,2]",0,4,4,Brown,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,4,1,Black,Brown,White
Golden Retriever,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[60,255]",0,3,2,Golden,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,5,4,Brown,,
Terrier,No,Yes,No,Healthy,Medium,Small,Male,Dog,Yes,"[6,12]",0,5,2,Brown,Golden,
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Small,Female,Dog,Yes,"[0,2]",0,1,2,Brown,Cream,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Small,Female,Dog,Yes,"[12,24]",0,3,2,White,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,1,2,Black,White,
Mixed Breed,Yes,Yes,No,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,3,4,Black,Brown,
Labrador Retriever,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,3,Black,Brown,
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Female,Cat,No,"[3,6]",0,3,4,Black,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,No,"[3,6]",0,4,4,Yellow,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Small,Female,Dog,No,"[12,24]",0,5,4,Brown,White,
Silky Terrier,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[60,255]",0,0,2,Golden,Cream,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,4,1,Black,Brown,White
Tabby,No,No,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[0,2]",0,5,2,Black,Brown,Golden
Rottweiler,No,Yes,Yes,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,6,1,Black,Brown,
Siamese,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[12,24]",0,9,3,Black,Gray,White
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Male,Cat,No,"[3,6]",0,2,4,Black,Gray,
Black Mouth Cur,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",2,6,2,Black,Brown,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Mixed,Dog,Yes,"[0,2]",0,5,2,Black,White,
Doberman Pinscher,No,Not Sure,Not Sure,Serious Injury,Small,Large,Male,Dog,No,"[60,255]",0,4,4,Black,Yellow,
Tabby,No,No,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[12,24]",0,1,1,Yellow,,
Mixed Breed,No,No,No,Minor Injury,Small,Large,Mixed,Dog,No,"[0,2]",0,3,4,Brown,Cream,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,2,1,Black,,
Tabby,No,No,Not Sure,Healthy,Long,Large,Male,Cat,Yes,"[6,12]",0,2,1,Black,White,
Bengal,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[12,24]",0,2,3,Gray,,
Domestic Short Hair,No,No,No,Healthy,Small,Large,Male,Cat,No,"[12,24]",0,5,4,Black,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,25,1,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,3,1,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Medium,Medium,Female,Cat,No,"[6,12]",0,3,4,Brown,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,2,4,Cream,,
Chihuahua,Yes,No,No,Healthy,Small,Medium,Female,Dog,No,"[12,24]",0,1,4,Brown,,
Domestic Medium Hair,Not Sure,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[3,6]",0,4,3,Gray,White,
Spitz,No,No,No,Healthy,Small,Small,Mixed,Dog,Yes,"[0,2]",0,11,2,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,5,2,Black,Brown,Gray
Calico,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[12,24]",1,1,2,Black,Brown,White
Poodle,Not Sure,Yes,Yes,Healthy,Small,Small,Female,Dog,Yes,"[60,255]",0,5,1,Cream,,
American Shorthair,No,No,No,Healthy,Small,Small,Male,Cat,No,"[0,2]",0,3,4,Black,Brown,White
Mixed Breed,Yes,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[12,24]",0,9,3,Black,,
Persian,No,No,No,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",0,6,3,Black,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,No,"[0,2]",0,2,4,Black,Brown,White
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Female,Cat,No,"[3,6]",0,7,4,Black,Golden,White
Golden Retriever,No,Yes,Yes,Minor Injury,Medium,Medium,Female,Dog,Yes,"[12,24]",0,1,1,Cream,,
Persian,Not Sure,Not Sure,Not Sure,Minor Injury,Medium,Small,Mixed,Cat,No,"[0,2]",0,3,4,Black,Golden,
Spitz,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[24,60]",0,7,3,Cream,White,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,9,3,Black,White,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[6,12]",0,3,1,White,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[3,6]",0,3,3,Black,Brown,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,No,"[0,2]",0,4,4,White,,
Terrier,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[12,24]",0,16,2,White,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,9,4,Brown,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,4,2,Black,Brown,
Pomeranian,No,Yes,Yes,Healthy,Long,Small,Male,Dog,Yes,"[24,60]",0,2,2,White,,
Rottweiler,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,3,Black,,
Siamese,Not Sure,Not Sure,Not Sure,Minor Injury,Medium,Medium,Female,Cat,No,"[12,24]",0,1,4,Brown,Golden,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,No,"[3,6]",0,2,4,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,5,3,Cream,,
Siamese,No,Yes,Not Sure,Healthy,Medium,Medium,Male,Cat,No,"[3,6]",0,2,4,Black,White,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Long,Medium,Female,Dog,Yes,"[12,24]",0,2,3,White,,
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[24,60]",0,0,4,White,,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,4,2,Brown,White,
Yorkshire Terrier Yorkie,No,Yes,Yes,Healthy,Small,Small,Female,Dog,Yes,"[60,255]",0,1,2,Black,Golden,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,3,3,Brown,White,
Oriental Short Hair,Yes,Yes,Yes,Healthy,Medium,Large,Female,Cat,Yes,"[12,24]",0,5,2,Gray,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,7,2,Black,Brown,
Border Collie,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,8,2,Black,Brown,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,5,3,Brown,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,13,2,Gray,White,
Calico,Not Sure,Not Sure,Not Sure,Healthy,Small,Large,Female,Cat,Yes,"[6,12]",0,2,2,Black,Brown,Yellow
Dilute Calico,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[3,6]",0,5,3,Black,Brown,White
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,3,3,Brown,Golden,
Mixed Breed,Not Sure,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[24,60]",0,3,4,Cream,,
Himalayan,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,13,1,Black,Gray,White
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,1,4,Black,Brown,
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,1,1,White,,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Male,Cat,No,"[3,6]",0,1,4,Golden,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,5,1,Black,Brown,Golden
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,1,2,Black,Brown,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,2,3,Brown,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[0,2]",0,7,4,Black,Brown,
Domestic Medium Hair,No,Yes,Yes,Healthy,Medium,Medium,Female,Cat,No,"[6,12]",0,3,4,Black,,
Boxer,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[6,12]",0,4,4,Brown,Cream,White
German Shepherd Dog,No,Not Sure,Not Sure,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,3,2,Black,Brown,
Miniature Pinscher,No,Yes,Not Sure,Minor Injury,Medium,Small,Male,Dog,Yes,"[60,255]",0,2,2,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,10,1,Yellow,Gray,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,5,1,Black,Cream,White
Domestic Short Hair,Not Sure,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,2,3,Brown,Cream,White
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Mixed,Dog,No,"[3,6]",0,1,4,Black,Brown,Cream
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[6,12]",0,6,2,Black,Brown,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,5,2,Gray,,
Tabby,Yes,Yes,Yes,Healthy,Small,Medium,Male,Cat,No,"[12,24]",0,4,4,Yellow,White,
Poodle,Yes,Yes,Yes,Healthy,Small,Small,Male,Dog,Yes,"[24,60]",1,8,2,Black,Gray,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[24,60]",0,1,4,Brown,,
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,3,3,Black,Brown,Cream
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,1,3,Black,Brown,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[6,12]",0,1,2,Black,Gray,
Domestic Short Hair,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,2,2,Cream,White,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,2,4,Black,Brown,White
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,2,2,Black,Brown,
American Shorthair,Yes,Not Sure,Yes,Healthy,Medium,Medium,Male,Cat,No,"[60,255]",0,4,4,Golden,,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,19,3,Brown,,
Bengal,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,2,2,Black,Brown,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[6,12]",0,2,4,Golden,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,No,"[24,60]",0,2,4,Black,White,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,4,1,Black,White,
Burmese,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,4,1,Black,,
Shih Tzu,No,Yes,Yes,Healthy,Medium,Small,Male,Dog,Yes,"[60,255]",0,8,3,Yellow,Cream,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,3,Black,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,11,3,Brown,Golden,White
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Medium,Female,Cat,No,"[3,6]",0,6,4,Black,White,
Calico,No,No,No,Healthy,Small,Small,Female,Cat,No,"[0,2]",0,5,4,Black,Yellow,White
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Mixed,Dog,No,"[3,6]",0,2,4,Black,Brown,Cream
American Shorthair,No,Yes,No,Healthy,Medium,Medium,Female,Cat,Yes,"[6,12]",0,1,1,Black,Gray,
Domestic Medium Hair,No,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[3,6]",0,1,3,Golden,Yellow,White
Domestic Short Hair,No,Yes,No,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,2,1,Black,Gray,White
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,1,1,Brown,,
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,2,1,Black,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,4,2,Golden,Cream,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[3,6]",0,5,2,Black,Yellow,Gray
Persian,No,Yes,No,Healthy,Long,Medium,Male,Cat,Yes,"[0,2]",0,5,2,White,,
Mixed Breed,No,No,No,Healthy,Small,Small,Mixed,Dog,Yes,"[0,2]",0,4,1,Brown,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[6,12]",0,2,3,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,4,2,Brown,Cream,
German Shepherd Dog,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[60,255]",0,3,2,Black,,
Rottweiler,No,Not Sure,Not Sure,Healthy,Medium,Large,Male,Dog,No,"[60,255]",0,0,4,Black,Brown,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,0,4,Brown,,
Domestic Long Hair,No,Yes,No,Healthy,Long,Large,Female,Cat,Yes,"[12,24]",0,5,3,Brown,Gray,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Male,Cat,Yes,"[6,12]",0,5,2,Yellow,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,No,"[6,12]",0,3,4,Brown,Gray,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[24,60]",0,4,4,Black,Brown,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,10,1,White,,
Domestic Medium Hair,Not Sure,Not Sure,No,Healthy,Medium,Medium,Mixed,Cat,No,"[0,2]",0,3,4,Black,Yellow,
Siamese,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,3,0,Brown,White,
Jack Russell Terrier,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,9,3,Black,Brown,White
Husky,No,Yes,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,3,1,Cream,Gray,White
British Shorthair,No,No,No,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,6,1,Black,White,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,3,2,Golden,Gray,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,2,2,Brown,Yellow,White
Terrier,No,Not Sure,Not Sure,Healthy,Medium,Small,Male,Dog,Yes,"[0,2]",0,2,1,Brown,Golden,
Tabby,Yes,Yes,No,Healthy,Medium,Small,Female,Cat,Yes,"[3,6]",0,2,1,Black,Yellow,
Poodle,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,No,"[60,255]",0,1,4,White,,
Poodle,No,Not Sure,Yes,Healthy,Small,Small,Male,Dog,Yes,"[6,12]",0,2,2,Brown,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,2,1,Black,Gray,White
Standard Poodle,No,Yes,Yes,Healthy,Medium,Large,Male,Dog,Yes,"[24,60]",0,3,3,Brown,,
Tabby,No,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,2,1,Brown,Gray,
Hound,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,No,"[12,24]",0,2,4,Brown,Cream,
Tiger,No,No,No,Healthy,Medium,Medium,Female,Cat,Yes,"[0,2]",0,4,2,Yellow,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,1,2,Brown,,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,5,1,White,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",1,3,2,Golden,Gray,
